Ticker,Date/Time,Open,High,Low,Close,Volume,prevclose,rsi,ema5,ema10,hma5,hma7,hma9,adx,pdi,mdi,atr
NIFTY,19/11/1992,698.27,698.27,698.27,698.27,0,724.68,22.94,734.64,763.66,698.25,705,712.54,31.89,22.94,77.06,17.89
NIFTY,20/11/1992,712.21,712.21,712.21,712.21,0,698.27,27.49,727.16,754.3,692.95,693.38,700.07,32.83,27.49,72.51,17.5
NIFTY,23/11/1992,727.85,727.85,727.85,727.85,0,712.21,32.31,727.39,749.49,716.32,705.05,699.56,33.01,32.31,67.69,17.31
NIFTY,24/11/1992,734.06,734.06,734.06,734.06,0,727.85,34.19,729.61,746.69,736.4,725.05,710.17,32.91,34.19,65.81,16.2
NIFTY,25/11/1992,742.4,742.4,742.4,742.4,0,734.06,36.72,733.88,745.91,746.41,741.61,726.51,32.46,36.72,63.28,15.42
NIFTY,26/11/1992,723.14,723.14,723.14,723.14,0,742.4,33.51,730.3,741.77,735.49,739.32,733.93,32.49,33.51,66.49,15.8
NIFTY,27/11/1992,720.86,720.86,720.86,720.86,0,723.14,33.14,727.15,737.97,719.75,727.93,732.59,32.58,33.14,66.86,14.45
NIFTY,30/11/1992,726.38,726.38,726.38,726.38,0,720.86,35.01,726.89,735.86,719.86,721.79,728.27,32.4,35.01,64.99,13.56
NIFTY,1/12/1992,737.28,737.28,737.28,737.28,0,726.38,38.65,730.36,736.12,732.56,728.12,728.33,31.7,38.65,61.35,13.29
NIFTY,2/12/1992,751.85,751.85,751.85,751.85,0,737.28,43.23,737.52,738.98,750.69,744.04,736.56,30.4,43.23,56.77,13.42
NIFTY,3/12/1992,762.16,762.16,762.16,762.16,0,751.85,46.29,745.73,743.19,766.08,761.16,750.23,28.76,46.29,53.71,13.11
NIFTY,4/12/1992,785.57,785.57,785.57,785.57,0,762.16,52.54,759.01,750.9,785.74,782.13,769.56,27.07,52.54,47.46,14.14
NIFTY,10/12/1992,745.06,745.06,745.06,745.06,0,785.57,43.18,754.36,749.84,769.42,775.35,774.03,26.11,43.18,56.82,16.77
NIFTY,11/12/1992,740.91,740.91,740.91,740.91,0,745.06,42.34,749.88,748.21,739.2,753.54,766.13,25.34,42.34,57.66,15.51
NIFTY,14/12/1992,722.26,722.26,722.26,722.26,0,740.91,38.73,740.67,743.49,719.4,727.59,746.64,25.14,38.73,61.27,15.83
NIFTY,15/12/1992,718.83,718.83,718.83,718.83,0,722.26,38.09,733.39,739.01,709.91,711.84,726.45,25.05,38.09,61.91,14.59
NIFTY,16/12/1992,690.67,690.67,690.67,690.67,0,718.83,33.21,719.15,730.22,692.81,693.52,704.92,25.66,33.21,66.79,15.94
NIFTY,17/12/1992,695.82,695.82,695.82,695.82,0,690.67,34.85,711.37,723.97,683.51,683.13,689.77,25.99,34.85,65.15,14.86
NIFTY,18/12/1992,719.07,719.07,719.07,719.07,0,695.82,41.81,713.94,723.08,704.39,694.81,689.44,25.3,41.81,58.19,15.7
NIFTY,21/12/1992,739.48,739.48,739.48,739.48,0,719.07,47.15,722.45,726.06,737.04,723.02,704.73,23.9,47.15,52.85,16.17
NIFTY,22/12/1992,746.52,746.52,746.52,746.52,0,739.48,48.9,730.48,729.78,755.76,748.06,727.54,22.35,48.9,51.1,15.26
NIFTY,23/12/1992,748,748,748,748,0,746.52,49.27,736.32,733.09,757.52,758.97,746.66,20.86,49.27,50.73,13.88
NIFTY,24/12/1992,761.31,761.31,761.31,761.31,0,748,52.67,744.65,738.22,761.93,765.52,760.8,19.75,52.67,47.33,13.83
NIFTY,4/1/1993,744.92,744.92,744.92,744.92,0,761.31,48.38,744.74,739.44,755.56,760.46,763.38,18.57,48.38,51.62,14.08
NIFTY,5/1/1993,733.49,733.49,733.49,733.49,0,744.92,45.58,740.99,738.36,736.8,745.31,755.9,17.88,45.58,54.42,13.82
NIFTY,6/1/1993,717.85,717.85,717.85,717.85,0,733.49,42.01,733.28,734.63,717.16,724.43,739.74,17.74,42.01,57.99,14
NIFTY,7/1/1993,705,705,705,705,0,717.85,39.29,723.85,729.24,700.54,704.91,719.65,18,39.29,60.71,13.88
NIFTY,8/1/1993,709.65,709.65,709.65,709.65,0,705,40.78,719.12,725.68,698.87,697.36,705.25,18.03,40.78,59.22,12.96
NIFTY,14/1/1993,721.21,721.21,721.21,721.21,0,709.65,44.45,719.81,724.87,713.18,705.2,702.32,17.54,44.45,55.55,12.82
NIFTY,15/1/1993,740.35,740.35,740.35,740.35,0,721.21,49.97,726.66,727.68,736.52,726.32,713.12,16.29,49.97,50.03,13.45
NIFTY,18/1/1993,758.07,758.07,758.07,758.07,0,740.35,54.48,737.13,733.21,760.58,752.04,733.73,15.77,54.48,45.52,13.88
NIFTY,19/1/1993,750.55,750.55,750.55,750.55,0,758.07,52.33,741.6,736.36,764.27,763.81,751.14,14.97,52.33,47.67,13.24
NIFTY,20/1/1993,742.21,742.21,742.21,742.21,0,750.55,49.96,741.81,737.42,750.09,758.19,757.87,13.91,49.96,50.04,12.75
NIFTY,21/1/1993,745.06,745.06,745.06,745.06,0,742.21,50.78,742.89,738.81,742.27,749.03,756.37,13.03,50.78,49.22,11.76
NIFTY,22/1/1993,746.72,746.72,746.72,746.72,0,745.06,51.28,744.17,740.25,744.26,745.33,751.94,12.28,51.28,48.72,10.75
NIFTY,25/1/1993,751.26,751.26,751.26,751.26,0,746.72,52.69,746.53,742.25,749.86,747.97,750,11.79,52.69,47.31,10.13
NIFTY,27/1/1993,763.71,763.71,763.71,763.71,0,751.26,56.43,752.26,746.15,761.34,757.54,754.17,11.86,56.43,43.57,10.36
NIFTY,28/1/1993,777.92,777.92,777.92,777.92,0,763.71,60.28,760.81,751.93,777.96,773.1,764.78,12.48,60.28,39.72,10.75
NIFTY,29/1/1993,785.28,785.28,785.28,785.28,0,777.92,62.15,768.97,757.99,790.48,787.63,778.15,13.33,62.15,37.85,10.41
NIFTY,1/2/1993,772.75,772.75,772.75,772.75,0,785.28,57.22,770.23,760.68,784.16,787.78,785,13.41,57.22,42.78,10.62
NIFTY,2/2/1993,780.12,780.12,780.12,780.12,0,772.75,59.26,773.53,764.21,778.14,783.83,787.19,13.77,59.26,40.74,10.3
NIFTY,3/2/1993,780.44,780.44,780.44,780.44,0,780.12,59.36,775.83,767.16,780.09,781.58,785.94,14.13,59.36,40.64,9.3
NIFTY,4/2/1993,772.8,772.8,772.8,772.8,0,780.44,56.13,774.82,768.19,776.17,777.65,781.83,13.99,56.13,43.87,9.13
NIFTY,5/2/1993,775.17,775.17,775.17,775.17,0,772.8,56.91,774.94,769.46,772.97,774.44,778.17,13.98,56.91,43.09,8.46
NIFTY,8/2/1993,792.17,792.17,792.17,792.17,0,775.17,62.13,780.68,773.59,785.3,781.94,780.49,14.71,62.13,37.87,9.31
NIFTY,9/2/1993,807.34,807.34,807.34,807.34,0,792.17,66.07,789.57,779.72,806.61,799.69,790.82,15.96,66.07,33.93,9.9
NIFTY,10/2/1993,819.42,819.42,819.42,819.42,0,807.34,68.85,799.52,786.94,824.07,818.99,806.82,17.51,68.85,31.15,10.11
NIFTY,11/2/1993,813.08,813.08,813.08,813.08,0,819.42,65.8,804.04,791.69,824.4,825.85,818.93,18.52,65.8,34.2,9.74
NIFTY,12/2/1993,802.44,802.44,802.44,802.44,0,813.08,60.93,803.51,793.65,809.58,817.58,820.78,18.76,60.93,39.07,9.83
NIFTY,15/2/1993,773.89,773.89,773.89,773.89,0,802.44,50.18,793.63,790.06,780.56,792.05,806.87,17.44,50.18,49.82,11.7
NIFTY,16/2/1993,764.12,764.12,764.12,764.12,0,773.89,47.12,783.8,785.34,756.49,765.45,784.92,16.61,47.12,52.88,11.51
NIFTY,17/2/1993,771.31,771.31,771.31,771.31,0,764.12,49.56,779.63,782.79,757.37,755.69,767.61,15.49,49.56,50.44,11.08
NIFTY,18/2/1993,779.04,779.04,779.04,779.04,0,771.31,52.12,779.44,782.11,772.37,763.33,761.9,14.68,52.12,47.88,10.74
NIFTY,22/2/1993,791.08,791.08,791.08,791.08,0,779.04,55.87,783.32,783.74,789.33,780.31,769,14.47,55.87,44.13,10.87
NIFTY,23/2/1993,800.09,800.09,800.09,800.09,0,791.08,58.49,788.91,786.71,802.94,797.23,783.24,14.65,58.49,41.51,10.68
NIFTY,24/2/1993,803.47,803.47,803.47,803.47,0,800.09,59.46,793.76,789.76,808.98,808.05,797.45,14.96,59.46,40.54,9.95
NIFTY,25/2/1993,815.84,815.84,815.84,815.84,0,803.47,62.89,801.12,794.5,816.53,817.15,810.54,15.73,62.89,37.11,10.2
NIFTY,26/2/1993,821.99,821.99,821.99,821.99,0,815.84,64.5,808.08,799.5,825.41,825.21,821.14,16.68,64.5,35.5,9.79
NIFTY,1/3/1993,749.89,749.89,749.89,749.89,0,821.99,41.69,788.68,790.48,779.44,793.02,806.14,16.67,41.69,58.31,16.02
NIFTY,2/3/1993,742.92,742.92,742.92,742.92,0,749.89,40.21,773.43,781.83,729.11,748.97,776.87,16.88,40.21,59.79,15.12
NIFTY,3/3/1993,748.32,748.32,748.32,748.32,0,742.92,41.93,765.06,775.74,726.39,726.92,748.64,16.83,41.93,58.07,14.15
NIFTY,4/3/1993,739.3,739.3,739.3,739.3,0,748.32,39.87,756.47,769.11,734.01,724.73,730.05,17.07,39.87,60.13,13.63
NIFTY,5/3/1993,721.09,721.09,721.09,721.09,0,739.3,36.02,744.68,760.38,723.82,719.77,718.84,17.85,36.02,63.98,14.09
NIFTY,9/3/1993,681.61,681.61,681.61,681.61,0,721.09,29.39,723.66,746.06,687.95,693.85,700.72,19.52,29.39,70.61,16.63
NIFTY,10/3/1993,670.54,670.54,670.54,670.54,0,681.61,27.84,705.95,732.33,657.96,665.61,678.38,21.29,27.84,72.16,16.07
NIFTY,11/3/1993,680.78,680.78,680.78,680.78,0,670.54,31.44,697.56,722.96,661.66,657.21,663.17,22.42,31.44,68.56,15.49
NIFTY,12/3/1993,697.11,697.11,697.11,697.11,0,680.78,36.84,697.41,718.26,686.65,672.68,663.96,22.7,36.84,63.16,15.57
NIFTY,15/3/1993,706.4,706.4,706.4,706.4,0,697.11,39.75,700.41,716.1,708.28,696,677.83,22.54,39.75,60.25,14.95
NIFTY,16/3/1993,716.66,716.66,716.66,716.66,0,706.4,42.88,705.82,716.2,720.96,715.53,697.44,21.95,42.88,57.12,14.48
NIFTY,17/3/1993,702.47,702.47,702.47,702.47,0,716.66,39.8,704.71,713.71,714.46,717.54,709.23,21.84,39.8,60.2,14.45
NIFTY,18/3/1993,698.33,698.33,698.33,698.33,0,702.47,38.93,702.58,710.91,700.06,708.05,711.03,21.86,38.93,61.07,13.42
NIFTY,19/3/1993,694.16,694.16,694.16,694.16,0,698.33,38.01,699.77,707.86,692.01,696.8,705.33,22.01,38.01,61.99,12.49
NIFTY,22/3/1993,699.88,699.88,699.88,699.88,0,694.16,40.08,699.81,706.41,694.41,694.04,699.75,21.86,40.08,59.92,11.82
NIFTY,23/3/1993,691.93,691.93,691.93,691.93,0,699.88,38.18,697.18,703.78,694.22,692.54,694.81,21.98,38.18,61.82,11.43
NIFTY,26/3/1993,679.03,679.03,679.03,679.03,0,691.93,35.25,691.13,699.28,682.18,684.41,687.84,22.52,35.25,64.75,11.58
NIFTY,29/3/1993,660.32,660.32,660.32,660.32,0,679.03,31.47,680.86,692.2,661.54,667.07,675.29,23.56,31.47,68.53,12.29
NIFTY,30/3/1993,644.08,644.08,644.08,644.08,0,660.32,28.61,668.6,683.45,640.31,645.73,657.5,24.93,28.61,71.39,12.68
NIFTY,31/3/1993,660.51,660.51,660.51,660.51,0,644.08,35.05,665.9,679.28,644.1,641.52,647.04,25.29,35.05,64.95,13.06
NIFTY,2/4/1993,671.36,671.36,671.36,671.36,0,660.51,38.96,667.72,677.84,665.43,654.67,648.26,25.06,38.96,61.04,12.84
NIFTY,7/4/1993,694.9,694.9,694.9,694.9,0,671.36,46.5,676.78,680.94,692.11,680.92,664.09,23.77,46.5,53.5,13.91
NIFTY,8/4/1993,670.59,670.59,670.59,670.59,0,694.9,40.88,674.72,679.06,689.33,687.99,676.03,23.37,40.88,59.12,14.95
NIFTY,12/4/1993,648.21,648.21,648.21,648.21,0,670.59,36.51,665.88,673.45,657.04,669.34,673.66,23.63,36.51,63.49,15.69
NIFTY,13/4/1993,648.87,648.87,648.87,648.87,0,648.21,36.73,660.21,668.98,639.06,648.46,662.12,23.84,36.73,63.27,14.19
NIFTY,15/4/1993,666.66,666.66,666.66,666.66,0,648.87,42.39,662.36,668.56,652.76,648.8,655.05,23.22,42.39,57.61,14.55
NIFTY,16/4/1993,669.45,669.45,669.45,669.45,0,666.66,43.24,664.72,668.72,670.41,661.37,656.53,22.53,43.24,56.76,13.37
NIFTY,19/4/1993,661.05,661.05,661.05,661.05,0,669.45,41.25,663.5,667.33,668.91,666.64,660.42,22.17,41.25,58.75,12.88
NIFTY,20/4/1993,644.64,644.64,644.64,644.64,0,661.05,37.61,657.21,663.2,650.61,656.4,657.93,22.36,37.61,62.39,13.23
NIFTY,21/4/1993,641.54,641.54,641.54,641.54,0,644.64,36.95,651.99,659.26,636.66,642.72,649.98,22.62,36.95,63.05,12.22
NIFTY,22/4/1993,631.6,631.6,631.6,631.6,0,641.54,34.83,645.19,654.23,628.84,630.66,638.77,23.18,34.83,65.17,11.99
NIFTY,23/4/1993,618.98,618.98,618.98,618.98,0,631.6,32.29,636.45,647.82,617.7,618.71,626.08,24.05,32.29,67.71,12.05
NIFTY,26/4/1993,599.51,599.51,599.51,599.51,0,618.98,28.81,624.14,639.04,599.27,601.93,610.46,25.36,28.81,71.19,12.79
NIFTY,27/4/1993,605.22,605.22,605.22,605.22,0,599.51,31.15,617.83,632.89,593.59,593.38,598.81,26.24,31.15,68.85,12.09
NIFTY,28/4/1993,619.99,619.99,619.99,619.99,0,605.22,36.94,618.55,630.54,609.77,601.85,597.79,26.23,36.94,63.06,12.35
NIFTY,29/4/1993,627.55,627.55,627.55,627.55,0,619.99,39.74,621.55,630,628.05,618.75,606.64,25.82,39.74,60.26,11.87
NIFTY,30/4/1993,622.42,622.42,622.42,622.42,0,627.55,38.49,621.84,628.62,630.29,627.73,617.08,25.62,38.49,61.51,11.2
NIFTY,3/5/1993,613.44,613.44,613.44,613.44,0,622.42,36.34,619.04,625.86,618.85,623.35,621.18,25.74,36.34,63.66,10.98
NIFTY,4/5/1993,626.05,626.05,626.05,626.05,0,613.44,41.3,621.38,625.9,619.25,621.91,623.32,25.15,41.3,58.7,11.14
NIFTY,5/5/1993,637.85,637.85,637.85,637.85,0,626.05,45.57,626.87,628.07,634.48,630.54,628.17,23.99,45.57,54.43,11.21
NIFTY,7/5/1993,653.98,653.98,653.98,653.98,0,637.85,50.83,635.91,632.78,654,647.92,639.61,22.39,50.83,49.17,11.7
NIFTY,10/5/1993,659.51,659.51,659.51,659.51,0,653.98,52.52,643.77,637.64,666.32,662.99,653.44,21.15,52.52,47.48,11.08
NIFTY,11/5/1993,676.42,676.42,676.42,676.42,0,659.51,57.37,654.66,644.69,678.15,677.48,668.97,20.69,57.37,42.63,11.67
NIFTY,12/5/1993,676.02,676.02,676.02,676.02,0,676.42,57.22,661.78,650.39,684.19,685.34,680.51,20.25,57.22,42.78,10.54
NIFTY,13/5/1993,675.79,675.79,675.79,675.79,0,676.02,57.13,666.45,655.01,681.24,685.66,686.25,19.82,57.13,42.87,9.51
NIFTY,14/5/1993,693.81,693.81,693.81,693.81,0,675.79,62.23,675.57,662.06,689.64,690.99,692.13,20.15,62.23,37.77,10.36
NIFTY,17/5/1993,680.8,680.8,680.8,680.8,0,693.81,56.96,677.31,665.47,690.21,691,692.88,19.7,56.96,43.04,10.62
NIFTY,18/5/1993,683.92,683.92,683.92,683.92,0,680.8,57.88,679.51,668.82,684.18,688.15,691.78,19.42,57.88,42.12,9.87
NIFTY,21/5/1993,695.25,695.25,695.25,695.25,0,683.92,61.13,684.76,673.63,690.83,690.63,692.58,19.63,61.13,38.87,10.02
NIFTY,24/5/1993,690.26,690.26,690.26,690.26,0,695.25,58.97,686.59,676.65,694.73,693.44,693.15,19.51,58.97,41.03,9.52
NIFTY,25/5/1993,674.84,674.84,674.84,674.84,0,690.26,52.76,682.68,676.32,681.73,685.78,689.08,18.51,52.76,47.24,10.11
NIFTY,26/5/1993,665.65,665.65,665.65,665.65,0,674.84,49.43,677,674.38,664.6,670.78,679.5,17.27,49.43,50.57,10.02
NIFTY,27/5/1993,658.75,658.75,658.75,658.75,0,665.65,47.02,670.92,671.54,654.18,657.36,666.93,16.46,47.02,52.98,9.7
NIFTY,28/5/1993,647.67,647.67,647.67,647.67,0,658.75,43.37,663.17,667.2,645.25,646.01,653.6,16.23,43.37,56.63,9.84
NIFTY,31/5/1993,656.16,656.16,656.16,656.16,0,647.67,46.78,660.83,665.19,647.17,644.46,646.73,15.53,46.78,53.22,9.71
NIFTY,2/6/1993,670.25,670.25,670.25,670.25,0,656.16,51.95,663.97,666.11,663.89,656.16,649.91,14.7,51.95,48.05,10.14
NIFTY,3/6/1993,674.39,674.39,674.39,674.39,0,670.25,53.38,667.44,667.62,677.65,671.02,659.71,14.13,53.38,46.62,9.54
NIFTY,4/6/1993,695.68,695.68,695.68,695.68,0,674.39,59.99,676.86,672.72,694.14,689.67,676.55,14.55,59.99,40.01,10.72
NIFTY,7/6/1993,714.68,714.68,714.68,714.68,0,695.68,64.79,689.46,680.35,716.88,711.7,697.67,15.63,64.79,35.21,11.55
NIFTY,8/6/1993,707.29,707.29,707.29,707.29,0,714.68,61.69,695.41,685.25,721.27,721.94,713.17,16.18,61.69,38.31,11.13
NIFTY,9/6/1993,701.9,701.9,701.9,701.9,0,707.29,59.46,697.57,688.27,709.25,717.13,718.8,16.37,59.46,40.54,10.56
NIFTY,10/6/1993,715.23,715.23,715.23,715.23,0,701.9,63.02,703.46,693.18,709.96,714.46,720.18,17.07,63.02,36.98,10.83
NIFTY,11/6/1993,715.76,715.76,715.76,715.76,0,715.23,63.16,707.56,697.28,717.3,716.63,719.84,17.73,63.16,36.84,9.8
NIFTY,14/6/1993,703.51,703.51,703.51,703.51,0,715.76,57.77,706.21,698.41,710.53,712.65,716.25,17.57,57.77,42.23,10.05
NIFTY,15/6/1993,689.74,689.74,689.74,689.74,0,703.51,52.35,700.72,696.84,692.57,698.66,707.02,16.65,52.35,47.65,10.42
NIFTY,16/6/1993,685.42,685.42,685.42,685.42,0,689.74,50.75,695.62,694.76,680.28,684.76,694.77,15.57,50.75,49.25,9.81
NIFTY,17/6/1993,668.41,668.41,668.41,668.41,0,685.42,44.9,686.55,689.97,667.91,670.08,679.53,15.18,44.9,55.1,10.53
NIFTY,18/6/1993,666.18,666.18,666.18,666.18,0,668.41,44.19,679.76,685.64,659.43,659.93,666.77,14.93,44.19,55.81,9.7
NIFTY,21/6/1993,663.2,663.2,663.2,663.2,0,666.18,43.19,674.24,681.56,658.28,655.56,658.15,14.84,43.19,56.81,9.03
NIFTY,22/6/1993,672.15,672.15,672.15,672.15,0,663.2,47.05,673.54,679.85,665.79,660.8,657.17,14.2,47.05,52.95,9.02
NIFTY,23/6/1993,668.54,668.54,668.54,668.54,0,672.15,45.7,671.88,677.8,670.71,666.46,660.1,13.8,45.7,54.3,8.48
NIFTY,24/6/1993,667.11,667.11,667.11,667.11,0,668.54,45.15,670.29,675.85,668.63,668.21,663.62,13.51,45.15,54.85,7.77
NIFTY,25/6/1993,661.25,661.25,661.25,661.25,0,667.11,42.87,667.27,673.2,662.79,664.59,664.09,13.56,42.87,57.13,7.58
NIFTY,28/6/1993,648.48,648.48,648.48,648.48,0,661.25,38.32,661.01,668.7,650.59,654.25,658.54,14.26,38.32,61.68,8.1
NIFTY,29/6/1993,661.75,661.75,661.75,661.75,0,648.48,44.86,661.26,667.44,652.12,652.27,655.34,13.98,44.86,55.14,8.62
NIFTY,30/6/1993,667.5,667.5,667.5,667.5,0,661.75,47.46,663.34,667.45,665.03,659.56,656.84,13.34,47.46,52.54,8.33
NIFTY,2/7/1993,668.67,668.67,668.67,668.67,0,667.5,48,665.12,667.67,671.8,668.13,662.04,12.67,48,52,7.62
NIFTY,5/7/1993,674.7,674.7,674.7,674.7,0,668.67,50.8,668.31,668.95,675.73,674.79,669.24,11.88,50.8,49.2,7.46
NIFTY,6/7/1993,675.63,675.63,675.63,675.63,0,674.7,51.23,670.75,670.16,678.17,678.41,675.06,11.21,51.23,48.77,6.8
NIFTY,7/7/1993,674.59,674.59,674.59,674.59,0,675.63,50.69,672.03,670.97,677.05,678.77,678.11,10.51,50.69,49.31,6.23
NIFTY,8/7/1993,667.04,667.04,667.04,667.04,0,674.59,46.83,670.37,670.25,670.22,673.29,676.4,10.21,46.83,53.17,6.36
NIFTY,9/7/1993,666.1,666.1,666.1,666.1,0,667.04,46.36,668.94,669.5,664.36,667.11,672.08,10,46.36,53.64,5.82
NIFTY,12/7/1993,656.59,656.59,656.59,656.59,0,666.1,41.76,664.83,667.15,657.4,659.22,664.77,10.46,41.76,58.24,6.19
NIFTY,13/7/1993,657.6,657.6,657.6,657.6,0,656.59,42.41,662.42,665.42,653.61,654.32,658.43,10.8,42.41,57.59,5.67
NIFTY,14/7/1993,657.68,657.68,657.68,657.68,0,657.6,42.47,660.84,664.01,655.11,653.41,654.65,11.1,42.47,57.53,5.11
NIFTY,15/7/1993,650.69,650.69,650.69,650.69,0,657.68,38.96,657.46,661.59,652.23,651.41,651.48,11.89,38.96,61.04,5.3
NIFTY,16/7/1993,645.75,645.75,645.75,645.75,0,650.69,36.66,653.55,658.71,645.45,646.64,647.89,12.94,36.66,63.34,5.26
NIFTY,19/7/1993,637.04,637.04,637.04,637.04,0,645.75,32.96,648.05,654.77,636.79,638.59,641.93,14.45,32.96,67.04,5.61
NIFTY,20/7/1993,638.96,638.96,638.96,638.96,0,637.04,34.53,645.02,651.89,633.91,634.17,636.89,15.63,34.53,65.47,5.24
NIFTY,21/7/1993,644.03,644.03,644.03,644.03,0,638.96,38.61,644.69,650.46,639.83,636.66,635.69,16.14,38.61,61.39,5.22
NIFTY,22/7/1993,655.49,655.49,655.49,655.49,0,644.03,46.7,648.29,651.38,652.46,647.21,641.08,15.46,46.7,53.3,5.85
NIFTY,26/7/1993,657.45,657.45,657.45,657.45,0,655.49,47.97,651.34,652.48,661.22,657.49,649.53,14.64,47.97,52.03,5.46
NIFTY,27/7/1993,659.03,659.03,659.03,659.03,0,657.45,49.02,653.91,653.67,662.69,662.87,657.37,13.74,49.02,50.98,5.07
NIFTY,28/7/1993,655.97,655.97,655.97,655.97,0,659.03,47.04,654.59,654.09,659.32,661.92,661.1,13.18,47.04,52.96,4.87
NIFTY,29/7/1993,678.24,678.24,678.24,678.24,0,655.97,59.76,662.48,658.48,670.89,669.91,667.83,13.63,59.76,40.24,6.61
NIFTY,30/7/1993,706.83,706.83,706.83,706.83,0,678.24,69.8,677.26,667.27,702.64,694.19,683.85,15.49,69.8,30.2,8.81
NIFTY,3/8/1993,713.06,713.06,713.06,713.06,0,706.83,71.47,689.19,675.6,724.24,717.9,703.7,17.45,71.47,28.53,8.55
NIFTY,4/8/1993,711.23,711.23,711.23,711.23,0,713.06,70.24,696.54,682.08,723.53,726.72,719.06,19.09,70.24,29.76,7.88
NIFTY,6/8/1993,726.76,726.76,726.76,726.76,0,711.23,74.28,706.61,690.2,726.43,731.31,730.15,21.2,74.28,25.72,8.64
NIFTY,10/8/1993,724.37,724.37,724.37,724.37,0,726.76,72.64,712.53,696.41,730.15,732.81,734.85,22.92,72.64,27.36,8.02
NIFTY,12/8/1993,746.15,746.15,746.15,746.15,0,724.37,77.5,723.74,705.46,742.33,742.26,741.97,25.21,77.5,22.5,9.39
NIFTY,13/8/1993,754.5,754.5,754.5,754.5,0,746.15,79.04,733.99,714.37,758.57,755.24,751.42,27.56,79.04,20.96,9.29
NIFTY,16/8/1993,760.13,760.13,760.13,760.13,0,754.5,80.03,742.7,722.69,766.37,765.96,761.26,29.88,80.03,19.97,8.92
NIFTY,17/8/1993,782.82,782.82,782.82,782.82,0,760.13,83.43,756.08,733.62,781.35,780.58,774.73,32.52,83.43,16.57,10.3
NIFTY,18/8/1993,801.62,801.62,801.62,801.62,0,782.82,85.61,771.26,745.99,804.32,800.45,791.73,35.29,85.61,14.39,11.15
NIFTY,19/8/1993,826.17,826.17,826.17,826.17,0,801.62,87.86,789.56,760.57,829.86,825.73,813.77,38.17,87.86,12.14,12.49
NIFTY,20/8/1993,833.27,833.27,833.27,833.27,0,826.17,88.43,804.13,773.79,845.11,844.23,834.27,40.94,88.43,11.57,11.95
NIFTY,24/8/1993,807.77,807.77,807.77,807.77,0,833.27,74.96,805.34,779.96,827.3,836.99,839.6,41.58,74.96,25.04,13.31
NIFTY,25/8/1993,812.74,812.74,812.74,812.74,0,807.77,75.74,807.81,785.92,809.32,821.64,834.49,42.29,75.74,24.26,12.47
NIFTY,26/8/1993,808.76,808.76,808.76,808.76,0,812.74,73.76,808.13,790.08,805.95,809.97,823.45,42.66,73.76,26.24,11.62
NIFTY,27/8/1993,809.37,809.37,809.37,809.37,0,808.76,73.88,808.54,793.58,806.76,806.4,814.12,43.02,73.88,26.12,10.52
NIFTY,30/8/1993,799.65,799.65,799.65,799.65,0,809.37,68.83,805.58,794.69,801.98,801.7,806.17,42.64,68.83,31.17,10.44
NIFTY,1/9/1993,797.94,797.94,797.94,797.94,0,799.65,67.95,803.03,795.28,795.75,796.71,799.89,42.16,67.95,32.05,9.57
NIFTY,2/9/1993,811.96,811.96,811.96,811.96,0,797.94,71.2,806.01,798.31,804.22,801.48,799.98,42.17,71.2,28.8,10.01
NIFTY,3/9/1993,807.64,807.64,807.64,807.64,0,811.96,68.88,806.55,800.01,811.3,807.36,802.72,41.86,68.88,31.12,9.44
NIFTY,6/9/1993,795.97,795.97,795.97,795.97,0,807.64,62.92,803.02,799.27,802.04,804.02,802.88,40.71,62.92,37.08,9.67
NIFTY,7/9/1993,770.95,770.95,770.95,770.95,0,795.97,52.44,792.33,794.12,776.55,784.39,792.63,38.15,52.44,47.56,11.2
NIFTY,8/9/1993,784.76,784.76,784.76,784.76,0,770.95,56.72,789.81,792.42,770.2,773.65,782.6,36.39,56.72,43.28,11.46
NIFTY,9/9/1993,806.83,806.83,806.83,806.83,0,784.76,62.53,795.48,795.04,795.09,786,783.37,35.58,62.53,37.47,12.52
NIFTY,10/9/1993,819.98,819.98,819.98,819.98,0,806.83,65.5,803.65,799.58,822.13,810.45,796.31,35.25,65.5,34.5,12.59
NIFTY,13/9/1993,847.46,847.46,847.46,847.46,0,819.98,70.73,818.25,808.28,848.67,840.44,820.89,35.7,70.73,29.27,14.08
NIFTY,14/9/1993,852.38,852.38,852.38,852.38,0,847.46,71.56,829.63,816.3,864.33,861.48,845.14,36.23,71.56,28.44,13.16
NIFTY,15/9/1993,849.87,849.87,849.87,849.87,0,852.38,70.46,836.38,822.4,861.3,866.9,860.7,36.56,70.46,29.54,12.1
NIFTY,16/9/1993,835.34,835.34,835.34,835.34,0,849.87,64.31,836.03,824.76,844.17,854.53,861.53,35.99,64.31,35.69,12.34
NIFTY,17/9/1993,841.96,841.96,841.96,841.96,0,835.34,65.77,838.01,827.88,836.37,843.39,855.32,35.68,65.77,34.23,11.77
NIFTY,20/9/1993,843.78,843.78,843.78,843.78,0,841.96,66.18,839.93,830.77,840.89,840.61,848.47,35.44,66.18,33.82,10.77
NIFTY,21/9/1993,837.77,837.77,837.77,837.77,0,843.78,63.47,839.21,832.05,840.35,839.35,842.82,34.83,63.47,36.53,10.3
NIFTY,22/9/1993,838.54,838.54,838.54,838.54,0,837.77,63.68,838.99,833.23,837.58,837.97,839.64,34.3,63.68,36.32,9.34
